name,longevity,projection,when,where,profile,notes,year,rating,description
Burberry Hero Parfum,8+ HRS,2+ FEET,"Fall;Winter","Evenings;Formal;Night Outs","Woody;Smoky;Aromatic","Cypriol;Amyris;Atlas Cedar",2024,8.1/10,"Burberry Hero Parfum is the richest expression of the Hero line, delivering a bold, smoky experience from the first spray. This intense, smoky fragrance embodies modern masculinity and is ideal for those who seek a commanding, long-lasting scent for evening wear."
